VslID,Berth,Cargo Type,Flag/Country Code,Foreign Coastal Indicator,Commodity Code,GRT,NRT,Dead Weight,ATA - Outer Roads,Actual Time of Arriv,Actual Date of Berthing,Actual Time of Berth,Actual Date of Unberthing,Actual Time of Unberthing,ATD - Outer Roads,Actual Time of Depar,PBD (Port),PBD (Non Port),PBD Total,SWB (TOTAL),TRT (TOTAL),NOR Date,NOR time,TRT NOR,PILOT BOARDING DATE,PILOT BOARDING TIME,PILOT UNBOARDING DATE,PILOT UNBOARDING TIME,TRT BOARDING & DEBOARDING,MT,Teus,MnthYear,Idle Hrs
1010304ZMA-N,SPM,Liquid Bulk,COOK ISLANDS,F,SPM CRUDE OTHERS,62775,34934,112969,07.04.2024,15:24:00,07.04.2024,17:18:00,09.04.2024,02:12:00,09.04.2024,05:00:00,00:00:00,00:00:00,00:00:00,32:54:00,37:36:00,07.04.2024,16:00:00,37:00:00,07.04.2024,16:00:00,09.04.2024,4:00:00,36:00:00,99769.307,,Apr-24,6.2
2010304MAKKA,NCB,Liquid Bulk,INDIA,C,MOTOR SPIRIT,1119,336,809,20.03.2024,11:25:00,20.03.2024,12:06:00,01.04.2024,20:54:00,01.04.2024,23:00:00,00:00:00,00:00:00,00:00:00,14:20:00,17:35:00,01.04.2024,6:00:00,17:35:00,20.03.2024,11:30:00,01.04.2024,22:00:00,17:35:00,570.428,,Apr-24,3.2
1110304MUHB-,V3,Containerised,SINGAPORE,F,CONTAINER,28592,14769,39396,04.04.2024,15:30:00,04.04.2024,17:30:00,05.04.2024,10:54:00,05.04.2024,12:55:00,00:00:00,00:00:00,00:00:00,17:24:00,21:25:00,04.04.2024,15:30:00,21:25:00,04.04.2024,16:00:00,05.04.2024,11:55:00,19:55:00,15697,1068,Apr-24,
6110304ENUTP,Q4,Liquid Bulk,MARSHALL ISLANDS,F,METHANOL,11707,6115,19802,31.03.2024,08:45:00,31.03.2024,20:33:00,01.04.2024,08:12:00,01.04.2024,11:00:00,10:25:00,00:00:00,10:25:00,11:39:00,26:15:00,31.03.2024,19:10:00,15:50:00,31.03.2024,19:10:00,01.04.2024,10:00:00,14:50:00,1647.646,,Apr-24,5.217
6210304LABOL,SCB,Liquid Bulk,LIBERIA,F,LIQUID AMMONIA,16823,5046,16686,27.03.2024,02:48:00,27.03.2024,16:00:00,07.04.2024,16:12:00,07.04.2024,18:45:00,12:00:00,00:00:00,12:00:00,42:03:00,56:03:00,27.03.2024,14:30:00,45:03:00,27.03.2024,14:48:00,07.04.2024,17:45:00,44:03:00,14954.16,,Apr-24,14.6
9210304ANIRA,Q7,Liquid Bulk,BAHAMAS,F,OIL CARBON BLACK FEED STOCK,40690,21230,72808,31.03.2024,07:54:00,31.03.2024,16:24:00,01.04.2024,20:48:00,01.04.2024,22:54:00,07:06:00,00:00:00,07:06:00,28:24:00,39:00:00,31.03.2024,15:00:00,31:54:00,31.03.2024,15:00:00,01.04.2024,21:54:00,30:54:00,12003.658,,Apr-24,9.167
4410304IVED-,MULT,Liquid Bulk,INDIA,F,LPG,46506,16040,53503,01.04.2024,13:24:00,01.04.2024,19:00:00,03.04.2024,07:06:00,03.04.2024,09:30:00,00:00:00,00:00:00,00:00:00,34:36:00,44:06:00,01.04.2024,17:54:00,39:36:00,01.04.2024,17:54:00,03.04.2024,8:30:00,38:36:00,7987.554,,Apr-24,9.7
4510304IRAVA,V3,Containerised,INDIA,C,CONTAINER,32901,13452,35481,31.03.2024,22:35:00,31.03.2024,23:45:00,01.04.2024,17:00:00,01.04.2024,18:50:00,00:00:00,00:00:00,00:00:00,17:15:00,20:15:00,31.03.2024,22:40:00,20:15:00,31.03.2024,22:40:00,01.04.2024,17:50:00,19:10:00,28251,1552,Apr-24,
5510304SSERP,V2,Containerised,INDIA,C,CONTAINER,18233,10564,26207,04.04.2024,04:00:00,04.04.2024,05:30:00,04.04.2024,23:12:00,05.04.2024,02:00:00,00:00:00,00:00:00,00:00:00,17:42:00,22:00:00,04.04.2024,4:00:00,22:00:00,04.04.2024,4:12:00,05.04.2024,1:00:00,20:48:00,18650,1176,Apr-24,
651030481-NI,NCB,Break Bulk,VIET NAM,F,ALUMINA IN JUMBO BAGS,4963,3084,8123,03.04.2024,10:45:00,03.04.2024,11:48:00,06.04.2024,18:40:00,06.04.2024,21:30:00,00:00:00,00:00:00,00:00:00,78:52:00,82:45:00,03.04.2024,10:48:00,82:42:00,03.04.2024,10:48:00,06.04.2024,20:30:00,81:42:00,5500,,Apr-24,23.868
7510304LARGO,V2,Containerised,INDIA,C,CONTAINER,36603,15610,45400,01.04.2024,13:24:00,02.04.2024,07:30:00,02.04.2024,22:42:00,03.04.2024,00:50:00,16:48:00,00:00:00,16:48:00,15:12:00,35:26:00,02.04.2024,6:00:00,18:50:00,02.04.2024,6:12:00,02.04.2024,23:50:00,17:38:00,26835,1637,Apr-24,
8510304I-NAM,SPM,Liquid Bulk,PANAMA,F,SPM CRUDE OTHERS,63462,34210,113553,30.03.2024,05:45:00,30.03.2024,08:12:00,01.04.2024,18:30:00,01.04.2024,21:15:00,00:00:00,00:00:00,00:00:00,58:18:00,63:30:00,30.03.2024,6:30:00,62:45:00,30.03.2024,6:30:00,01.04.2024,20:15:00,61:45:00,99994.196,,Apr-24,8.4
1000404113-I,V3,Containerised,SINGAPORE,F,CONTAINER,27800,12621,32937,01.04.2024,14:24:00,02.04.2024,19:48:00,03.04.2024,07:34:00,03.04.2024,09:45:00,28:06:00,00:00:00,28:06:00,11:46:00,43:21:00,02.04.2024,18:30:00,15:15:00,02.04.2024,18:30:00,03.04.2024,8:45:00,14:15:00,9464,832,Apr-24,
2000404AIRDN,V3,Containerised,LIBERIA,C,CONTAINER,21842,9251,28630,03.04.2024,17:55:00,03.04.2024,19:06:00,04.04.2024,15:00:00,04.04.2024,17:00:00,00:00:00,00:00:00,00:00:00,19:54:00,23:05:00,03.04.2024,18:00:00,23:00:00,03.04.2024,18:00:00,04.04.2024,16:00:00,22:00:00,25514,1935,Apr-24,
3000404DNANA,V3,Containerised,INDIA,C,CONTAINER,20815,9599,28474,06.04.2024,03:50:00,06.04.2024,04:58:00,07.04.2024,07:24:00,07.04.2024,09:20:00,00:00:00,00:00:00,00:00:00,26:26:00,29:30:00,06.04.2024,4:00:00,29:20:00,06.04.2024,4:00:00,07.04.2024,8:20:00,28:20:00,29539,1590,Apr-24,
4000404ARYE-,V2,Containerised,PANAMA,F,CONTAINER,21586,7164,21370,07.04.2024,04:30:00,07.04.2024,06:36:00,07.04.2024,14:48:00,07.04.2024,16:54:00,00:00:00,00:00:00,00:00:00,08:12:00,12:24:00,07.04.2024,4:51:00,12:03:00,07.04.2024,5:00:00,07.04.2024,15:54:00,10:54:00,10604,953,Apr-24,
7000404EGARU,Q4,Liquid Bulk,INDIA,C,DIESEL HIGH SPEED,27829,13084,47791,01.04.2024,13:50:00,01.04.2024,16:12:00,03.04.2024,09:30:00,03.04.2024,11:45:00,00:00:00,00:00:00,00:00:00,41:18:00,45:55:00,01.04.2024,14:36:00,45:09:00,01.04.2024,14:36:00,03.04.2024,10:45:00,44:09:00,16268.42,,Apr-24,10.2
2100404TARAH,V3,Containerised,INDIA,C,CONTAINER,29383,16583,34769,07.04.2024,15:55:00,07.04.2024,18:24:00,08.04.2024,14:48:00,08.04.2024,17:10:00,00:00:00,00:00:00,00:00:00,20:24:00,25:15:00,07.04.2024,16:00:00,25:10:00,07.04.2024,16:00:00,08.04.2024,16:10:00,24:10:00,28735,1908,Apr-24,
3100404215-I,V3,Containerised,SINGAPORE,F,CONTAINER,47259,20964,57830,08.04.2024,14:20:00,09.04.2024,19:12:00,10.04.2024,09:24:00,10.04.2024,11:35:00,28:00:00,00:00:00,28:00:00,14:12:00,45:15:00,09.04.2024,18:00:00,17:35:00,09.04.2024,18:20:00,10.04.2024,10:35:00,16:15:00,12074,1045,Apr-24,
4100404ECARB,V3,Containerised,PANAMA,F,CONTAINER,32691,12184,29688,10.04.2024,22:10:00,10.04.2024,23:36:00,11.04.2024,12:30:00,11.04.2024,15:00:00,00:00:00,00:00:00,00:00:00,12:54:00,16:50:00,10.04.2024,22:30:00,16:30:00,10.04.2024,22:30:00,11.04.2024,14:00:00,15:30:00,18861,1466,Apr-24,
5100404ENIRT,Q9,Break Bulk,ANTIGUA AND BARBUDA,F,PROJECT CARGO,12838,5968,14848,13.04.2024,11:25:00,14.04.2024,12:35:00,15.04.2024,23:15:00,16.04.2024,01:40:00,23:35:00,00:00:00,23:35:00,34:40:00,62:15:00,14.04.2024,11:00:00,38:40:00,14.04.2024,11:00:00,16.04.2024,0:40:00,37:40:00,499.032,,Apr-24,13.85
6100404IREVA,V3,Containerised,INDIA,F,CONTAINER,27104,11856,33704,05.04.2024,11:55:00,05.04.2024,13:06:00,06.04.2024,00:01:00,06.04.2024,02:30:00,00:00:00,00:00:00,00:00:00,10:55:00,14:35:00,05.04.2024,11:56:00,14:34:00,05.04.2024,12:00:00,06.04.2024,1:30:00,13:30:00,8716,570,Apr-24,
7100404ILANA,V2,Containerised,INDIA,C,CONTAINER,35581,19407,44135,05.04.2024,03:05:00,05.04.2024,04:42:00,05.04.2024,20:24:00,05.04.2024,22:35:00,00:00:00,00:00:00,00:00:00,15:42:00,19:30:00,05.04.2024,3:06:00,19:29:00,05.04.2024,3:15:00,05.04.2024,21:35:00,18:20:00,8072,1190,Apr-24,
8100404MSIRP,V2,Containerised,MARSHALL ISLANDS,F,CONTAINER,26412,13016,34171,09.04.2024,21:12:00,09.04.2024,22:42:00,10.04.2024,06:54:00,10.04.2024,09:30:00,00:00:00,00:00:00,00:00:00,08:12:00,12:18:00,09.04.2024,21:33:00,11:57:00,09.04.2024,21:42:00,10.04.2024,8:30:00,10:48:00,4215,352,Apr-24,
9100404EERAN,BTP,Dry Bulk Mechanical,SINGAPORE,C,CEMENT,15198,5541,21150,08.04.2024,14:45:00,08.04.2024,16:48:00,10.04.2024,18:18:00,10.04.2024,20:20:00,00:00:00,00:00:00,00:00:00,49:30:00,53:35:00,08.04.2024,15:15:00,53:05:00,08.04.2024,15:15:00,10.04.2024,19:20:00,52:05:00,19965.026,,Apr-24,7.75
0200404MAKKA,NCB,Liquid Bulk,INDIA,C,MOTOR SPIRIT,1119,336,809,05.04.2024,09:10:00,05.04.2024,09:36:00,13.04.2024,20:48:00,13.04.2024,22:45:00,00:00:00,00:00:00,00:00:00,11:20:00,15:18:00,13.04.2024,7:35:00,15:18:00,05.04.2024,9:15:00,13.04.2024,21:45:00,15:18:00,550.822,,Apr-24,4.15
1200404KROTS,Q10,Dry Bulk Mechanical,BAHAMAS,F,ROCK PHOSPHATE,24725,13677,40481,10.04.2024,10:00:00,12.04.2024,17:48:00,20.04.2024,19:20:00,20.04.2024,21:50:00,54:24:00,00:00:00,0:00:00,193:32:00,196:43:00,12.04.2024,16:24:00,196:40:00,12.04.2024,16:24:00,20.04.2024,20:50:00,196:26:00,37370.025,,Apr-24,46.9
2200404MANTA,V2,Containerised,INDIA,C,CONTAINER,18602,9382,24376,05.04.2024,12:49:00,05.04.2024,22:54:00,06.04.2024,15:48:00,06.04.2024,18:00:00,08:51:00,00:00:00,08:51:00,16:54:00,29:11:00,05.04.2024,19:00:00,23:00:00,05.04.2024,21:40:00,06.04.2024,17:00:00,19:20:00,25864,1411,Apr-24,
3200404IVED-,MULT,Liquid Bulk,INDIA,F,LPG,46506,16040,53503,08.04.2024,15:48:00,21.04.2024,06:48:00,23.04.2024,23:12:00,24.04.2024,01:50:00,00:00:00,00:00:00,00:00:00,65:03:00,67:30:00,21.04.2024,5:30:00,67:30:00,21.04.2024,5:30:00,24.04.2024,0:48:00,67:18:00,6162.413,,Apr-24,43.05
6200404HSAKA,BTP,Liquid Bulk,INDIA,C,AVIATION TURBO FUEL,29268,11926,46955,05.04.2024,23:45:00,06.04.2024,08:12:00,07.04.2024,09:00:00,07.04.2024,11:30:00,06:45:00,00:00:00,06:45:00,24:48:00,35:45:00,06.04.2024,6:30:00,29:00:00,06.04.2024,6:30:00,07.04.2024,10:30:00,28:00:00,8710.715,,Apr-24,10.3
8200404TENNO,COT,Liquid Bulk,INDIA,C,DIESEL HIGH SPEED,56854,22758,99999,08.04.2024,11:45:00,08.04.2024,13:36:00,10.04.2024,10:00:00,10.04.2024,12:20:00,00:00:00,00:00:00,00:00:00,44:24:00,48:35:00,08.04.2024,12:15:00,48:05:00,08.04.2024,12:24:00,10.04.2024,11:20:00,46:56:00,64104.837,,Apr-24,8.1
9200404ENIP-,MULT,Liquid Bulk,INDIA,F,LPG,45812,13744,53010,06.04.2024,09:45:00,06.04.2024,11:42:00,08.04.2024,01:00:00,08.04.2024,03:24:00,00:00:00,00:00:00,00:00:00,36:00:00,41:39:00,06.04.2024,10:24:00,41:00:00,06.04.2024,10:24:00,08.04.2024,2:24:00,40:00:00,7593.706,,Apr-24,11.7
0300404NOTLI,SPM,Liquid Bulk,MARSHALL ISLANDS,F,SPM CRUDE MIDDLE EAST,81384,52396,158099,05.04.2024,15:25:00,05.04.2024,17:00:00,07.04.2024,13:30:00,07.04.2024,16:00:00,00:00:00,00:00:00,00:00:00,44:30:00,48:35:00,05.04.2024,16:00:00,48:00:00,05.04.2024,16:00:00,07.04.2024,15:00:00,47:00:00,130778.778,,Apr-24,19.4
1300404DNOMA,V2,Containerised,SINGAPORE,F,CONTAINER,29060,14422,39598,11.04.2024,07:30:00,11.04.2024,09:36:00,11.04.2024,16:24:00,11.04.2024,19:00:00,00:00:00,00:00:00,00:00:00,06:48:00,11:30:00,11.04.2024,8:00:00,11:00:00,11.04.2024,8:35:00,11.04.2024,18:00:00,9:25:00,4932,343,Apr-24,
2300404ANELA,V2,Containerised,MALDIVES,F,CONTAINER,7406,3859,10643,08.04.2024,15:45:00,08.04.2024,17:38:00,09.04.2024,08:15:00,09.04.2024,10:45:00,00:00:00,00:00:00,00:00:00,14:37:00,19:00:00,08.04.2024,16:06:00,18:39:00,08.04.2024,16:15:00,09.04.2024,9:45:00,17:30:00,7560,373,Apr-24,
3300404EROPA,V3,Containerised,CYPRUS,F,CONTAINER,74651,43151,76980,22.04.2024,14:00:00,22.04.2024,15:42:00,23.04.2024,02:48:00,23.04.2024,05:40:00,00:00:00,00:00:00,00:00:00,11:06:00,15:40:00,22.04.2024,14:03:00,15:37:00,22.04.2024,14:12:00,23.04.2024,4:40:00,14:28:00,9641,907,Apr-24,
5300404TARAJ,V2,Containerised,INDIA,C,CONTAINER,18602,9382,24365,10.04.2024,08:30:00,10.04.2024,12:15:00,11.04.2024,00:12:00,11.04.2024,02:45:00,02:15:00,00:00:00,02:15:00,11:57:00,18:15:00,10.04.2024,10:00:00,16:45:00,10.04.2024,10:45:00,11.04.2024,1:45:00,15:00:00,16275,954,Apr-24,
7300404IREVA,V3,Containerised,INDIA,C,CONTAINER,30024,12626,35971,09.04.2024,05:00:00,09.04.2024,07:36:00,09.04.2024,17:18:00,09.04.2024,19:10:00,01:36:00,00:00:00,01:36:00,09:42:00,14:10:00,09.04.2024,6:00:00,13:10:00,09.04.2024,6:36:00,09.04.2024,18:10:00,11:34:00,15618,811,Apr-24,
8300404ARORU,Q10,Liquid Bulk,VIET NAM,C,SULPHURIC ACID,11925,6100,19991,09.04.2024,23:30:00,10.04.2024,01:12:00,11.04.2024,01:54:00,11.04.2024,04:30:00,00:00:00,00:00:00,00:00:00,24:42:00,29:00:00,09.04.2024,23:54:00,28:36:00,09.04.2024,23:54:00,11.04.2024,3:30:00,27:36:00,12598.173,,Apr-24,7.117
9300404SSERP,V2,Containerised,INDIA,C,CONTAINER,18233,10564,26207,12.04.2024,06:40:00,12.04.2024,08:00:00,13.04.2024,12:54:00,13.04.2024,15:00:00,00:00:00,00:00:00,00:00:00,28:54:00,32:20:00,12.04.2024,6:42:00,32:18:00,12.04.2024,6:45:00,13.04.2024,14:00:00,31:15:00,26911,1498,Apr-24,
0400404URBAK,V2,Containerised,SINGAPORE,F,CONTAINER,31368,11532,36977,14.04.2024,15:25:00,14.04.2024,16:48:00,15.04.2024,05:00:00,15.04.2024,06:50:00,00:00:00,00:00:00,00:00:00,12:12:00,15:25:00,14.04.2024,15:39:00,15:11:00,14.04.2024,15:48:00,15.04.2024,5:50:00,14:02:00,18183,1274,Apr-24,
1400404MUHB-,V3,Containerised,SINGAPORE,F,CONTAINER,28592,14769,39396,20.04.2024,12:00:00,20.04.2024,15:18:00,21.04.2024,04:24:00,21.04.2024,06:30:00,02:12:00,00:00:00,02:12:00,13:06:00,18:30:00,20.04.2024,13:42:00,18:00:00,20.04.2024,14:12:00,21.04.2024,7:50:00,17:38:00,14272,1377,Apr-24,
2400404DNANA,V2,Containerised,INDIA,C,CONTAINER,20815,9599,28474,15.04.2024,00:05:00,15.04.2024,07:12:00,15.04.2024,21:36:00,16.04.2024,00:00:00,05:49:00,00:00:00,05:49:00,14:24:00,22:55:00,15.04.2024,4:00:00,20:00:00,15.04.2024,5:54:00,15.04.2024,23:00:00,17:06:00,13307,469,Apr-24,
5400404I-ARA,SPM,Liquid Bulk,M1,F,SPM CRUDE MIDDLE EAST,82605,52005,156975,09.04.2024,05:45:00,09.04.2024,07:36:00,10.04.2024,22:12:00,11.04.2024,01:15:00,00:00:00,00:00:00,00:00:00,38:36:00,43:30:00,09.04.2024,6:30:00,42:45:00,09.04.2024,6:35:00,11.04.2024,0:15:00,41:40:00,139988.121,,Apr-24,4.2
1500404SWOLL,COT,Liquid Bulk,INDIA,C,MOTOR SPIRIT,28098,11645,45887,10.04.2024,12:30:00,10.04.2024,14:54:00,12.04.2024,01:36:00,12.04.2024,04:05:00,00:00:00,00:00:00,00:00:00,34:42:00,39:35:00,10.04.2024,13:00:00,39:05:00,10.04.2024,13:18:00,12.04.2024,3:00:00,37:42:00,38049.366,,Apr-24,7.517
2500404ROOTN,COT,Liquid Bulk,INDIA,C,MOTOR SPIRIT,28552,12369,47141,13.04.2024,10:00:00,13.04.2024,12:06:00,14.04.2024,12:00:00,14.04.2024,13:40:00,00:00:00,00:00:00,00:00:00,23:54:00,27:40:00,13.04.2024,10:24:00,27:16:00,13.04.2024,10:24:00,14.04.2024,12:40:00,26:16:00,9549.563,,Apr-24,6.2
3500404IHAM-,V3,Containerised,INDIA,C,CONTAINER,30047,12671,35767,12.04.2024,02:55:00,12.04.2024,04:30:00,12.04.2024,20:00:00,12.04.2024,22:50:00,00:00:00,00:00:00,00:00:00,15:30:00,19:55:00,12.04.2024,2:57:00,19:53:00,12.04.2024,3:00:00,12.04.2024,20:50:00,17:50:00,8042,1554,Apr-24,
4500404ANHSI,V3,Containerised,INDIA,F,CONTAINER,27322,12616,34608,12.04.2024,15:48:00,12.04.2024,22:00:00,13.04.2024,04:30:00,13.04.2024,06:30:00,05:12:00,00:00:00,05:12:00,06:30:00,14:42:00,12.04.2024,19:00:00,11:30:00,12.04.2024,21:00:00,13.04.2024,5:30:00,8:30:00,5002,366,Apr-24,
5500404IABMU,V3,Containerised,INDIA,C,CONTAINER,18602,9382,24374,12.04.2024,17:42:00,13.04.2024,06:42:00,13.04.2024,23:42:00,14.04.2024,01:30:00,11:54:00,00:00:00,11:54:00,17:00:00,31:48:00,13.04.2024,4:00:00,21:30:00,13.04.2024,5:36:00,14.04.2024,0:30:00,18:54:00,24177,1488,Apr-24,
7500404NOISI,SPM,Liquid Bulk,ANTIGUA AND BARBUDA,F,SPM CRUDE OTHERS,78845,46852,149994,11.04.2024,07:24:00,11.04.2024,09:24:00,21.04.2024,09:48:00,21.04.2024,12:30:00,00:00:00,00:00:00,00:00:00,45:00:00,49:07:00,11.04.2024,6:30:00,49:00:00,11.04.2024,7:36:00,21.04.2024,11:30:00,49:00:00,139827.162,,Apr-24,11.35
1600404SAG-N,MULT,Liquid Bulk,PANAMA,F,LPG,47072,15845,54517,15.04.2024,08:30:00,15.04.2024,10:30:00,18.04.2024,21:12:00,18.04.2024,23:45:00,00:00:00,00:00:00,00:00:00,83:45:00,87:15:00,15.04.2024,9:00:00,86:45:00,15.04.2024,9:00:00,18.04.2024,22:45:00,85:45:00,10882.275,,Apr-24,49.2
3600404IRAVA,V3,Containerised,INDIA,C,CONTAINER,32901,13452,35481,14.04.2024,16:24:00,14.04.2024,23:12:00,15.04.2024,17:54:00,15.04.2024,20:05:00,05:54:00,00:00:00,05:54:00,18:42:00,27:41:00,14.04.2024,22:18:00,21:00:00,14.04.2024,22:18:00,15.04.2024,19:05:00,20:47:00,22456,1220,Apr-24,
4600404ARYE-,V3,Containerised,PANAMA,F,CONTAINER,21586,7164,21370,15.04.2024,19:05:00,15.04.2024,20:24:00,16.04.2024,05:12:00,16.04.2024,07:00:00,00:00:00,00:00:00,00:00:00,08:48:00,11:55:00,15.04.2024,19:08:00,11:52:00,15.04.2024,19:10:00,16.04.2024,6:00:00,10:50:00,8592,830,Apr-24,
5600404REHTA,NTB,Liquid Bulk,INDIA,C,OIL FURNACE OIL,22184,9677,35198,12.04.2024,14:48:00,13.04.2024,08:06:00,16.04.2024,01:00:00,16.04.2024,03:15:00,15:06:00,00:00:00,15:06:00,64:54:00,84:27:00,12.04.2024,16:00:00,83:15:00,13.04.2024,5:54:00,16.04.2024,2:15:00,68:21:00,9505.544,,Apr-24,29.917
9600404ENHPA,V3,Containerised,LIBERIA,F,CONTAINER,35881,14444,41748,14.04.2024,00:05:00,14.04.2024,01:30:00,14.04.2024,08:42:00,14.04.2024,10:45:00,00:00:00,00:00:00,00:00:00,07:12:00,10:40:00,14.04.2024,0:30:00,10:15:00,14.04.2024,0:30:00,14.04.2024,9:45:00,9:15:00,3472,223,Apr-24,
0700404AHSIR,Q4,Liquid Bulk,LIBERIA,F,METHANOL,11320,4961,16225,15.04.2024,02:20:00,17.04.2024,14:36:00,19.04.2024,10:54:00,19.04.2024,13:00:00,59:25:00,00:00:00,0:00:00,44:18:00,46:25:00,17.04.2024,13:06:00,46:20:00,17.04.2024,13:45:00,19.04.2024,12:00:00,46:15:00,10002.605,,Apr-24,8.533
2700404IVRAH,SPM,Liquid Bulk,PANAMA,F,SPM CRUDE OTHERS,82647,46578,152013,12.04.2024,15:30:00,12.04.2024,18:00:00,14.04.2024,11:30:00,14.04.2024,14:00:00,00:00:00,00:00:00,00:00:00,41:30:00,46:30:00,12.04.2024,16:00:00,46:00:00,12.04.2024,16:00:00,14.04.2024,13:00:00,45:00:00,139529.281,,Apr-24,5.5
3700404PHSUP,NTB,Liquid Bulk,INDIA,C,DIESEL HIGH SPEED,29845,12971,47795,13.04.2024,11:42:00,13.04.2024,19:18:00,14.04.2024,18:42:00,29.04.2024,23:55:00,06:33:00,00:00:00,06:33:00,20:00:00,29:03:00,13.04.2024,17:15:00,24:30:00,13.04.2024,18:15:00,29.04.2024,23:00:00,23:00:00,5534.366,,Apr-24,10.5
4700404ILANA,V3,Containerised,INDIA,C,CONTAINER,35581,19407,44135,16.04.2024,06:00:00,16.04.2024,07:12:00,16.04.2024,19:12:00,16.04.2024,21:15:00,00:00:00,00:00:00,00:00:00,12:00:00,15:15:00,16.04.2024,6:00:00,15:15:00,16.04.2024,6:12:00,16.04.2024,20:15:00,14:03:00,19729,950,Apr-24,
5700404IHKNA,COT,Liquid Bulk,INDIA,C,DIESEL HIGH SPEED,27627,12769,46345,14.04.2024,08:12:00,15.04.2024,16:54:00,17.04.2024,03:30:00,17.04.2024,06:00:00,31:28:00,00:00:00,31:28:00,34:36:00,69:48:00,14.04.2024,15:00:00,63:00:00,15.04.2024,15:40:00,17.04.2024,5:00:00,37:20:00,39952.087,,Apr-24,8
6700404105-I,V3,Containerised,SINGAPORE,F,CONTAINER,42532,19125,52146,16.04.2024,11:40:00,16.04.2024,21:24:00,17.04.2024,10:18:00,17.04.2024,12:15:00,08:35:00,00:00:00,08:35:00,12:54:00,24:35:00,16.04.2024,19:00:00,17:15:00,16.04.2024,20:15:00,17.04.2024,11:15:00,15:00:00,9558,857,Apr-24,
